price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model
825000,16890,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,European Specs,500 - 600 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,G 63 AMG,mercedes-benz,g-class
70000,90533,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015.0,Black, Dubai,C200,mercedes-benz,c-class
74900,114623,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Black, Dubai,Other,volkswagen,touareg
199900,90000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2017.0,White, Dubai,750Li xDrive,bmw,7-series
72500,167000,Perfect inside and out,Perfect inside and out,Dealer,Crossover,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013.0,Blue, Dubai,Sahara,jeep,wrangler
42900,52205,Perfect inside and out,Perfect inside and out,Dealer,Van,4,Manual Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,Van Long Body,peugeot,partner
37000,52000,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2017.0,Black, Dubai,SE,renault,captur
129000,130900,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,Ghibli S,maserati,ghibli
1290000,14000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,European Specs,700 - 800 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,G 63 AMG,mercedes-benz,g-class
160000,0,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Manual Transmission,Other,Less than 150 HP,Diesel,Left Hand Side,,White, Dubai,Other,toyota,land-cruiser
595000,39000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2012.0,Yellow, Dubai,Italia,ferrari,458
4000000,0,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,12,Automatic Transmission,Other,Unknown,Gasoline,Left Hand Side,,Black, Dubai,Other,lamborghini,aventador
179000,113000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,European Specs,400 - 500 HP,Gasoline,Left Hand Side,2014.0,Black, Dubai,S 500l,mercedes-benz,s-class
1080000,2937,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,500 - 600 HP,Gasoline,Left Hand Side,2021.0,Black, Dubai,Other,maybach,other
27000,106000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,LS,chevrolet,aveo
129000,120000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,S,porsche,macan
35000,249000,Perfect inside and out,Perfect inside and out,Owner,Van,4,Manual Transmission,GCC Specs,200 - 300 HP,Diesel,Left Hand Side,2018.0,White, Sharjah,Standard,peugeot,expert
82000,54000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2010.0,Black, Dubai,Tx-l TOP,toyota,prado
349000,11000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021.0,Grey, Dubai,Standard,maserati,ghibli
96000,89000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015.0,Blue, Dubai,Other,maserati,quattroporte
125000,0,Perfect inside and out,Perfect inside and out,Dealer,Crossover,None,Automatic Transmission,Other,150 - 200 HP,Electric,Left Hand Side,,Teal, Dubai,Other,volkswagen,id4
97000,57423,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,Allure,peugeot,3008
219000,17202,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021.0,Grey, Dubai,Other,audi,s3rs3
249000,100000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,White, Abu Dhabi,R-Dynamic,land-rover,range-rover-velar
16500,135000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2008.0,Silver, Abu Dhabi,MID,toyota,yaris
284999,2489,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,Black, Dubai,GLE 350,mercedes-benz,gle-class
38000,137000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015.0,Black, Dubai,GL Plus,hyundai,tucson
120000,46200,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,Blue, Dubai,Crewmax SR5,toyota,tundra
29999,137000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2016.0,Beige, Dubai,SE,renault,captur
198500,55000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,Blue, Dubai,450 h,lexus,rx-series
475000,3786,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,2021.0,Black, Abu Dhabi,TRX,dodge,ram
385000,50000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,Vogue,land-rover,range-rover
129999,16133,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,C300 Luxury,mercedes-benz,c-class
15000,217387,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2006.0,Silver, Dubai,GLS,mitsubishi,pajero
110000,81898,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Green, Dubai,Other,jeep,wrangler-unlimited
69999,18000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,European Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,Burgundy, Dubai,Other,ford,taurus
189000,27000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8,Automatic Transmission,Other,400 - 500 HP,Gasoline,Left Hand Side,2020.0,Black, Dubai,Denali,gmc,sierra
189500,12000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,Sport,jeep,gladiator
45000,149000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2010.0,Grey, Abu Dhabi,Sdrive23i,bmw,z4
50000,62019,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,Black, Dubai,OPC,opel,insignia
1490000,16849,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2014.0,Black, Dubai,Drophead,rolls-royce,phantom
60000,145625,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,GTi,volkswagen,gti
230000,115000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2018.0,White, Sharjah,,mercedes-benz,gle-class
58000,133033,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,2013.0,Black, Dubai,Other,lexus,rx-series
209000,78000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,E 300,mercedes-benz,e-class
29000,60000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,LS,chevrolet,aveo
2799999,2260,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,12,Automatic Transmission,European Specs,700 - 800 HP,Gasoline,Left Hand Side,2021.0,Yellow, Dubai,Other,lamborghini,aventador
60000,220149,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012.0,White, Dubai,SE,nissan,patrol
175000,114374,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,Black, Dubai,Standard,porsche,macan
264999,32577,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,North American Specs,500 - 600 HP,Gasoline,Left Hand Side,2019.0,Silver, Dubai,S 560 4MATIC,mercedes-benz,s-class
30000,130000,Perfect inside and out,Perfect inside and out,Owner,Soft Top Convertible,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2011.0,Red, Dubai,Cooper S Cabrio,mini,cooper
25000,136000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016.0,Grey, Sharjah,GL,suzuki,ertiga
119000,103000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Blue, Dubai,435i Gran Coupe,bmw,4-series
510000,3000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,,Black, Abu Dhabi,110 X,land-rover,defender
699000,1826,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,European Specs,400 - 500 HP,Gasoline,Left Hand Side,2008.0,Red, Dubai,GTB,ferrari,599
40000,145000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016.0,Gold, Dubai,SV,nissan,altima
37000,110000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2013.0,White, Sharjah,Other,hyundai,santa-fe
85000,207000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,White, Al Ain,SE P3,nissan,patrol
29000,126000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Red, Sharjah,Standard,hyundai,sonata
41000,136000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,Grey, Dubai,R/T,dodge,challenger
180000,50000,Perfect inside and out,Perfect inside and out,Owner,Coupe,8,Manual Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,1965.0,Green, Dubai,Other,ford,shelby-cobra
380000,69000,"No accidents, very few faults",Perfect inside and out,Owner,Coupe,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018.0,White,Abu Dhabi,S 560 Coupe,mercedes-benz,s-class-coupe
16000,200000,"Normal wear & tear, a few issues",Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2011.0,White, Sharjah,S,nissan,altima
14000,136210,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2015.0,White, Abu Dhabi,Other,ford,figo
97000,37000,Perfect inside and out,Perfect inside and out,Owner,Sports Car,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018.0,Grey, Dubai,S,jaguar,xe
26000,150000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Manual Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,White, Dubai,GLS,hyundai,h1
2190000,24000,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Automatic Transmission,Other,600 - 700 HP,Gasoline,Left Hand Side,2020.0,Black, Dubai,Standard,rolls-royce,cullinan
89000,116225,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,Grey, Dubai,Standard,maserati,ghibli
84000,127000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Grey, Dubai,XLT,ford,explorer
395000,28000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015.0,Yellow, Dubai,Other,mercedes-benz,gt
179000,11500,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,Other Color, Dubai,Other,dodge,challenger
179900,109200,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,500 - 600 HP,Gasoline,Left Hand Side,2014.0,Black, Dubai,Autobiography,land-rover,range-rover
72500,119000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,Grey, Dubai,1500 Regular Cab,dodge,ram
78000,155101,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,North American Specs,150 - 200 HP,Gasoline,Left Hand Side,2018.0,Grey, Dubai,SR5,toyota,4-runner
34000,89000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,White, Dubai,SE,toyota,camry
970000,16000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,10,Automatic Transmission,European Specs,600 - 700 HP,Gasoline,Left Hand Side,2020.0,Green, Dubai,Other,lamborghini,huracan
820000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,,Grey, Dubai,90,land-rover,defender
123000,146347,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,Black, Dubai,HSE,land-rover,range-rover-sport
105000,0,Perfect inside and out,Perfect inside and out,Dealer,Van,6,Manual Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,Panel,toyota,hiace
64500,62141,Perfect inside and out,Perfect inside and out,Owner,Sedan,3,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016.0,White,Dubai,318i,bmw,3-series
285000,130000,Perfect inside and out,Perfect inside and out,Owner,SUV,,Automatic Transmission,GCC Specs,400 - 500 HP,Electric,Left Hand Side,2018.0,Black,Abu Dhabi,100D,tesla,model-s
160000,75922,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2012.0,Black, Dubai,Other,bentley,continental-flying-spur
35000,241397,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2012.0,Brown, Dubai,Other,volkswagen,touareg
279000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2021.0,Grey, Dubai,Other,ford,bronco
47999,49913,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,Other,150 - 200 HP,Gasoline,Left Hand Side,2020.0,Grey, Dubai,S,nissan,altima
79500,32000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016.0,Silver, Dubai,Standard,audi,a3
46900,20000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,DX,honda,city
1329000,21,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2021.0,Grey, Dubai,Standard,lamborghini,urus
145000,23000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,White, Sharjah,Premier,lexus,es-series
40000,4000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,North American Specs,150 - 200 HP,Gasoline,Left Hand Side,2021.0,Silver, Sharjah,Other,nissan,versa
32000,116000,Perfect inside and out,Perfect inside and out,Owner,Coupe,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2012.0,Blue, Dubai,Standard,volkswagen,scirocco
77000,67665,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2020.0,Silver, Dubai,Standard,mazda,6
50000,187516,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2014.0,White, Ajman,E400,mercedes-benz,e-class
255000,4115,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,Beige, Dubai,SE Platinum,nissan,patrol
38500,138000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2014.0,Green, Dubai,XLS,ford,expedition
629000,19000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,Japanese Specs,500 - 600 HP,Gasoline,Left Hand Side,2012.0,Black, Dubai,Standard,ferrari,458-italia
139900,62000,Perfect inside and out,Perfect inside and out,Dealer,Van,4,Manual Transmission,Other,Less than 150 HP,Gasoline,Left Hand Side,1990.0,Blue, Dubai,Other,volkswagen,other
12500,400000,"Normal wear & tear, a few issues","Major faults fixed, small remain",Owner,Van,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2008.0,White, Dubai,LE,toyota,sienna
198000,11600,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,2020.0,Grey, Sharjah,AMG CLA 35,mercedes-benz,cla
180000,69000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,GLS 500,mercedes-benz,gls-class
379000,45000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,Black, Dubai,Other,porsche,cayenne
149000,152313,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,Black, Dubai,HSE,land-rover,range-rover
