price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model
38999,167500,Perfect inside and out,"Minor faults, all fixed",Owner,SUV,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2011.0,Grey, Abu Dhabi,xDrive35i,bmw,x5
95000,4500,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,Veloce,alfa-romeo,giulietta
43500,41000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,North American Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,Silver, Dubai,SV,nissan,kicks
85000,173751,"No accidents, very few faults",Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,SE Platinum,nissan,patrol
34750,153750,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016.0,Grey, Dubai,SL Turbo Plus,nissan,juke
89000,101000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2009.0,Silver, Dubai,S 63 AMG,mercedes-benz,s-class
79500,59000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Black, Sharjah,Full Option,lexus,gs-series
340000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,,Brown, Dubai,GXR TOP,toyota,land-cruiser
15000,234000,"A bit of wear & tear, all repaired",Perfect inside and out,Owner,Sedan,6,Automatic Transmission,Japanese Specs,150 - 200 HP,Gasoline,Left Hand Side,2006.0,White, Dubai,E 350,mercedes-benz,e-class
43000,155634,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2012.0,Grey, Dubai,Xdrive50i,bmw,x5
655000,5000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Hatchback,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,,Black, Abu Dhabi,RS,audi,s7rs7
2420000,626,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,12,Automatic Transmission,European Specs,700 - 800 HP,Gasoline,Left Hand Side,2020.0,Green, Dubai,J,lamborghini,aventador
118600,118719,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,White, Dubai,SLC 200,mercedes-benz,slc
19000,209000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2009.0,Purple, Dubai,EX,honda,jazz
240000,42255,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,Platinum,cadillac,escalade
129000,152572,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Silver, Dubai,740Li,bmw,7-series
55000,137000,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2008.0,Black, Abu Dhabi,Other,gmc,savana
87000,112640,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,Black, Dubai,Other,jeep,grand-cherokee
234000,35748,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,Black, Sharjah,E450,mercedes-benz,e-class
80000,85936,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2017.0,Grey, Dubai,Other,ford,edge
114900,88000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,Red, Dubai,SE,land-rover,discovery-sport
130000,90000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,Blue, Dubai,440i,bmw,4-series
11900,219000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2008.0,Silver, Dubai,Other,kia,picanto
71400,97000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Beige, Dubai,SLT,gmc,acadia
58900,126000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012.0,Black, Dubai,ESV Platinum,cadillac,escalade
44500,100000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,316i,bmw,3-series
185000,145000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2013.0,White, Sharjah,G 63 AMG,mercedes-benz,g-class
198000,71000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Japanese Specs,500 - 600 HP,Gasoline,Left Hand Side,2017.0,Silver, Dubai,GLS 500,mercedes-benz,gls-class
1149000,7686,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Coupe,8,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2021.0,Blue, Dubai,Other,ferrari,roma
79000,117000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2013.0,White, Dubai,650i Gran Coupe,bmw,6-series
48499,117100,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2018.0,Blue, Dubai,Other,mazda,3
34000,2000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Manual Transmission,North American Specs,Less than 150 HP,Gasoline,Left Hand Side,2021.0,Blue, Dubai,LS,chevrolet,spark
72000,142000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014.0,Green, Dubai,King Ranch,ford,f-series-pickup
31500,162000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2011.0,Grey, Dubai,750Li,bmw,7-series
29500,135000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012.0,Green, Dubai,Limited,ford,edge
15000,199000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2012.0,Blue, Dubai,LT,chevrolet,sonic
74500,85000,Perfect inside and out,Perfect inside and out,Dealer,Other,4,Manual Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,White, Sharjah,C MID,toyota,hiace
67000,143978,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014.0,Red, Abu Dhabi,Other,audi,q7
370000,28218,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2015.0,Red, Dubai,GT,bentley,continental
69000,150010,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Red, Dubai,GTX,mazda,cx-9
41500,175000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013.0,Grey, Dubai,530i M-Kit,bmw,5-series
56000,147000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,North American Specs,Unknown,Gasoline,Left Hand Side,2014.0,Silver, Sharjah,Other,jeep,wrangler
30000,164099,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2011.0,Brown, Dubai,XLT,ford,expedition
40000,223000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012.0,Black, Dubai,Laredo,jeep,grand-cherokee
35000,95000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,Japanese Specs,200 - 300 HP,Gasoline,Left Hand Side,2008.0,Black, Dubai,C250 Luxury,mercedes-benz,c-class
499000,4351,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,Autobiography,land-rover,range-rover
1260000,8128,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2021.0,Black, Dubai,G 63 AMG,mercedes-benz,g-class
1380000,54,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,500 - 600 HP,Gasoline,Left Hand Side,,Purple, Dubai,Other,lamborghini,urus
23500,220000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2008.0,White, Dubai,S-line,audi,q7
339000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,5,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,,Black, Dubai,Other,audi,rsq3
39000,254000,"A bit of wear & tear, all repaired",Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2011.0,Silver, Dubai,SR5,toyota,sequoia
89000,79000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,Luxury,cadillac,ctscatera
278000,29000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,Japanese Specs,500 - 600 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,S 560 4MATIC,mercedes-benz,s-class
159900,113000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,Grey, Dubai,1500 Laramie Crew,dodge,ram
139000,23000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2020.0,Grey, Ajman,Other,jeep,wrangler-4xe
1299000,35,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,,Silver, Dubai,Other,mercedes-benz,s-class
125000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Manual Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,Black, Abu Dhabi,GL,nissan,patrol
139000,41,Perfect inside and out,Perfect inside and out,Dealer,Crossover,None,Automatic Transmission,Other,200 - 300 HP,Electric,Left Hand Side,,White, Dubai,Other,volkswagen,id4
12000,299676,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6,Automatic Transmission,Japanese Specs,150 - 200 HP,Gasoline,Left Hand Side,2006.0,Silver, Dubai,Standard,infiniti,fx45fx35
210000,136360,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2016.0,Brown, Dubai,Vogue SE,land-rover,range-rover
1098000,5500,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,European Specs,600 - 700 HP,Gasoline,Left Hand Side,2021.0,Black, Dubai,Other,ferrari,roma
30000,109025,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2014.0,Blue, Dubai,Other,ford,escape
138000,166323,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2016.0,Red, Abu Dhabi,Xdrive50i,bmw,x6
229000,152000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2016.0,White, Dubai,G 63 AMG,mercedes-benz,g-class
1299000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,,Black, Dubai,Other,mercedes-benz,gls-class
48000,118000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,EX,kia,sportage
57000,154203,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013.0,Black, Abu Dhabi,Sahara,jeep,wrangler
58000,150000,"A bit of wear & tear, all repaired","Minor faults, all fixed",Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2017.0,White, Dubai,RS,honda,civic
104900,138688,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,GX MID,toyota,prado
119000,30698,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,Blue, Dubai,Sport,jeep,wrangler-unlimited
645000,47000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2011.0,Blue, Dubai,Coupe,mercedes-benz,sls
112000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,Other,150 - 200 HP,Gasoline,Left Hand Side,,White, Dubai,Other,toyota,fortuner
329750,29125,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Coupe,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2020.0,Blue, Dubai,CLS 350,mercedes-benz,cls-class
11000,243663,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2010.0,Grey, Dubai,GL,mitsubishi,lancer
31000,72567,Perfect inside and out,Perfect inside and out,Dealer,Sedan,3,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,Other,mitsubishi,attrage
55000,260000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Manual Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2005.0,Gold, Dubai,Super Safari,nissan,patrol
484900,10000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,X5M Competition,bmw,x5
159900,95959,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015.0,Red, Dubai,Stingray,chevrolet,corvette
70000,54729,Perfect inside and out,"Minor faults, all fixed",Owner,Hatchback,4,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,Grey, Dubai,Cooper S,mini,cooper
268000,7000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,Grey, Dubai,Standard,porsche,macan
59000,69000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,SE,mazda,3
105000,122000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2015.0,White, Dubai,Limited,toyota,sequoia
945000,27000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,800 - 900 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,G 63 AMG,mercedes-benz,g-class
160000,67705,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,Grey, Dubai,Prado VXR,toyota,prado
620000,40000,Perfect inside and out,Perfect inside and out,Owner,Coupe,10,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2015.0,Yellow, Dubai,LP 610-4,lamborghini,huracan
35000,69000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016.0,Yellow, Abu Dhabi,Trend,ford,ecosport
405000,17230,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,2018.0,Black, Dubai,Shelby,ford,f-series-pickup
355000,72182,Perfect inside and out,Perfect inside and out,Owner,Coupe,6,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,Turbo,porsche,carrera
226990,12079,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,C200,mercedes-benz,c-class
24500,162000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2012.0,Grey, Dubai,EX,honda,accord
57000,127650,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,Black, Dubai,V6,ford,mustang
209000,112000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2017.0,Silver, Dubai,Vogue HSE,land-rover,range-rover
39900,142000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2014.0,Black, Dubai,Other,toyota,camry
173000,18000,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021.0,Grey, Dubai,1500 LT Trail Boss,chevrolet,silverado
63000,220000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Blue, Dubai,SV,nissan,maxima
13500,197000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2011.0,White, Dubai,Limited Edition,peugeot,308
379000,17496,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,L,audi,a8
205000,164000,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2017.0,Black, Dubai,Other,ford,f-series-pickup
165000,105000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,Black, Sharjah,Xdrive35i,bmw,x6
215000,32000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,2015.0,Green, Sharjah,SRT8 Hellcat,dodge,challenger
95900,250711,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012.0,Grey, Dubai,Full Option,lexus,lx-series
220999,8,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,,Other Color, Dubai,Rubicon,jeep,wrangler-unlimited
89500,95000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,GTi,volkswagen,gti
21900,220000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2008.0,Black, Dubai,Supercharged,land-rover,range-rover-sport
189000,43000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,European Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,Blue, Dubai,AMG A 35,mercedes-benz,a-class
69500,61000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,Denali,gmc,terrain
79000,243729,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,Other,nissan,patrol
799000,58942,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,10,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2017.0,Black, Dubai,LP 610-4 Spyder,lamborghini,huracan
249950,94000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,GLE 43 AMG,mercedes-benz,gle-coupe
1558000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,European Specs,700 - 800 HP,Gasoline,Left Hand Side,2021.0,Black, Dubai,G 63 AMG,mercedes-benz,g-class
72999,105236,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,European Specs,200 - 300 HP,Gasoline,Left Hand Side,2014.0,Purple, Dubai,CLA250,mercedes-benz,cla
13000,219000,Perfect inside and out,"Minor faults, all fixed",Owner,Coupe,6,Automatic Transmission,Other,400 - 500 HP,Gasoline,Left Hand Side,2003.0,White, Dubai,CLK 350,mercedes-benz,clk-class
215000,39500,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,S 400,mercedes-benz,s-class
53000,43000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,Burgundy, Dubai,GLS Plus,hyundai,tucson
529000,11000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,,Black, Dubai,110 X-Dynamic,land-rover,defender
168000,148681,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,Vogue,land-rover,range-rover
105000,149631,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,GL 500 4matic,mercedes-benz,gl-class
590000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,European Specs,600 - 700 HP,Gasoline,Left Hand Side,,Blue, Dubai,SVR,land-rover,range-rover-sport
22000,368000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2010.0,White,Sharjah,GLS,mitsubishi,pajero
23000,226000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2011.0,Silver, Sharjah,Other,lincoln,navigator
57999,139120,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Gold, Dubai,650i,bmw,6-series
120000,161581,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,SE Platinum,nissan,patrol
73000,89442,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,2SS,chevrolet,camaro
1295000,3186,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Coupe,8,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,2020.0,Red, Dubai,Other,ferrari,f8-tributo
131900,118500,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Silver, Dubai,Luxury,infiniti,q80
155000,188000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2017.0,Green, Dubai,Nismo,nissan,patrol
149000,169000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Grey, Dubai,HSE,land-rover,range-rover-sport
265000,100000,Perfect inside and out,Perfect inside and out,Owner,Coupe,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2015.0,White, Al Ain,Other,bentley,continental-gt
49000,151326,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Red, Abu Dhabi,HSE,land-rover,lr4
79000,17387,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,4,Manual Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,Double Cab GLX AWD P,toyota,hilux
88000,43400,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2020.0,Grey, Dubai,S,nissan,x-trail
350000,26950,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2017.0,Grey, Dubai,4S,porsche,panamera
155000,0,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,6,Manual Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,,White, Dubai,70th Anniversary,toyota,land-cruiser-76-series
85000,150339,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,ML 350,mercedes-benz,m-class
639000,12670,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2021.0,Grey, Dubai,RS,audi,s7rs7
